,phone,longBusinessSummary,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,trailingPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,yield,totalAssets,fiftyTwoWeekLow,fiftyTwoWeekHigh,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,navPrice,currency,category,ytdReturn,beta3Year,fundFamily,fundInceptionDate,legalType,threeYearAverageReturn,fiveYearAverageReturn,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,uuid,messageBoardId,gmtOffSetMilliseconds,trailingPegRatio,Attributes,Annual Report Expense Ratio (net),Holdings Turnover,Total Net Assets,forwardPE
269,,"The fund generally will invest at least 90% of its total assets in the securities that comprise the underlying index. Strictly in accordance with its guidelines and mandated procedures, S&P Dow Jones Indices LLC compiles, maintains and calculates the index, which is designed to measure the performance of the 100 constituents of the S&P 500® Index that have the highest sensitivity to market returns, or “beta,” over the past 12 months as determined by the index provider.",86400,2,79.11,79.45,79.02,80.46,79.11,79.45,79.02,80.46,22.067253,988923,988923,657239,869430,869430,78.93,81.24,1400,1300,0.0073,582670656,63.15,83.37,76.5028,72.8305,,,80.47,USD,Large Blend,-0.0235437,1.39,Invesco,1304553600,Exchange Traded Fund,0.102508806,0.1702916,PCX,ETF,SPHB,SPHB,Invesco S&P 500 High Beta ETF,Invesco S&P 500 High Beta ETF,1304602200,America/New_York,EST,ba006266-be66-33e9-877c-94da319b8696,finmb_131732245,-18000000,,SPHB,0.25%,0.00%,"36,568.94",
270,,"Under normal market conditions, the fund generally invests substantially all, but at least 80%, of its total assets in the securities comprising the index. The index is designed to reflect the performance of a segment of large-capitalization U.S. equity securities demonstrating a combination of core factors (high value, high quality, and low size characteristics), with a focus factor comprising low volatility characteristics.",86400,2,112.9581,112.97,112.54,113.68,112.9581,112.97,112.54,113.68,17.393116,7900,7900,9116,6630,6630,109.84,120.17,800,800,0.0179,599671168,99.56,115.169,110.9099,107.41482,,,113.44868,USD,Mid-Cap Value,-0.0087949,0.92,SPDR State Street Global Advisors,1448928000,Exchange Traded Fund,0.0904869,0.1169111,PCX,ETF,ONEV,ONEV,SPDR Russell 1000 Low Volatilit,SPDR Russell 1000 Low Volatility Focus ETF,1449153000,America/New_York,EST,b0df544e-1508-34b6-b5cf-66af8e1f5cd5,finmb_315147049,-18000000,,ONEV,0.20%,30.00%,"15,622.93",
271,630-241-4141,"The fund will normally invest at least 90% of its net assets (including investment borrowings) in the securities that comprise the index. The index is designed to track the performance of small, mid and large capitalization companies that derive a substantial portion of their revenues from the potable water and wastewater industry, according to Clean Edge.",86400,2,91.83,91.95,91.28,92.4,91.83,91.95,91.28,92.4,29.61558,41843,41843,47331,40180,40180,87.04,97.55,1300,1100,0.0068,1517233920,77.11,95.63,90.017,86.32745,,,92.37,USD,Natural Resources,-0.0258244,1.19,First Trust Advisors L.P.,1178582400,Exchange Traded Fund,0.0752989,0.150847,PCX,ETF,FIW,FIW,First Trust Water ETF,First Trust Water ETF,1178890200,America/New_York,EST,9d6f35b4-1528-3534-bb51-fdc6dc1773c0,finmb_34335512,-18000000,,FIW,0.53%,13.00%,"11,902.15",
272,(800) 480-4111,"The fund will invest at least 80% of its assets in securities included in the underlying index. The underlying index is comprised of U.S. equity securities selected to represent a diversified set of factor characteristics. The fund's securities are large- and mid-cap equity securities of U.S. companies, including common stock, preferred stock and real estate investment trusts.",86400,2,101.5675,101.68,101.4299,102.3493,101.5675,101.68,101.4299,102.3493,15.100076,225294,225294,15740,30020,30020,40.9,163.45,1400,1200,0.0226,449425344,89.59,103.6,99.77176,96.86835,,,102.2466,USD,Large Value,-0.004628,0.91,JPMorgan,1443484800,Exchange Traded Fund,0.0804068,0.1053645,PCX,ETF,JPUS,JPUS,JPMorgan Diversified Return U.S,JPMorgan Diversified Return U.S. Equity ETF,1443619800,America/New_York,EST,3d9419ff-e091-34c9-a9ec-c372ebbbaf7b,finmb_273845345,-18000000,,JPUS,0.18%,28.00%,"28,743.96",
273,6106696295,"The fund invests primarily in U.S. common stocks with the potential to generate higher returns relative to the broad U.S. equity market by investing in stocks with relatively strong recent performance, strong fundamentals, and low prices relative to fundamentals as determined by the advisor. Under normal circumstances, at least 80% of its assets will be invested in securities issued by U.S. companies.",86400,2,113.1928,113.215,113.0801,114.435,113.1928,113.215,113.0801,114.435,9.639765,7888,7888,10881,6370,6370,107.93,120.97,800,900,0.0178,217142224,93.53,116.81,109.90914,104.0583,,,114.46,USD,Mid-Cap Blend,-0.0036745,0.94,Vanguard,1518480000,Exchange Traded Fund,0.1081699,0.1152713,BTS,ETF,VFMF,VFMF,Vanguard U.S. Multifactor ETF,Vanguard U.S. Multifactor ETF,1518705000,America/New_York,EST,d172d2cb-a994-3665-874a-a45bb30b0b8d,finmb_545841450,-18000000,,VFMF,0.18%,33.00%,"13,079.02",
274,1-800-435-4000,"The fund normally will invest at least 90% of its net assets (including, for this purpose, any borrowings for investment purposes) in stocks included in the index. The index measures the performance of the large company size segment by fundamental overall company scores (scores), which are created using as the universe the U.S. companies in the FTSE Global Total Cap Index (the parent index).",86400,2,61.19,61.35,61.13,61.91,61.19,61.35,61.13,61.91,16.757696,553737,553737,500972,699360,699360,61.11,63.0,1800,3200,0.0182,13339713536,51.9,62.2,59.898,57.3626,,,61.83,USD,Large Value,-0.0017759,0.91,Schwab ETFs,1376524800,Exchange Traded Fund,0.11557551,0.1378234,PCX,ETF,FNDX,FNDX,Schwab Fundamental U.S. Large C,Schwab Fundamental U.S. Large Company Index ETF,1376573400,America/New_York,EST,5ead04fa-59cb-3c4e-94c4-0c16a0b69f60,finmb_243129821,-18000000,,FNDX,0.25%,12.00%,"105,894.84",
275,,"The fund generally invests substantially all, but at least 80%, of its total assets in the securities comprising the index and in securities that the Adviser determines have economic characteristics that are substantially identical to the economic characteristics of the securities that comprise the index. The index is designed to measure the performance of the U.S. agency mortgage pass-through segment of the U.S. investment grade bond market.",86400,2,21.75,21.74,21.6834,21.75,21.75,21.74,21.6834,21.75,,605480,605480,960363,888370,888370,20.11,22.25,2900,3000,0.0321,4803854848,20.0,22.67,21.5516,21.51355,,,21.72875,USD,Intermediate Government,-0.0149524,1.06,SPDR State Street Global Advisors,1231977600,Exchange Traded Fund,-0.0354179,-0.0016574999,PCX,ETF,SPMB,SPMB,SPDR Portfolio Mortgage Backed ,SPDR Portfolio Mortgage Backed Bond ETF,1233325800,America/New_York,EST,c87c9a98-996c-3573-bddf-821b553c3f7e,finmb_52508821,-18000000,,SPMB,0.04%,14.00%,0.00,
276,866-909-9473,"The fund will invest at least 80% of its total assets in component securities of the index and investments that have economic characteristics that are substantially identical to the economic characteristics of such component securities. The index consists of dividend-paying common stocks with growth characteristics of companies in the industrialized world, excluding Canada and the U.S., while at the same time neutralizing exposure to fluctuations of the value of foreign currencies relative to the USD. It is non-diversified.",86400,2,41.85,41.75,41.61,41.92,41.85,41.75,41.61,41.92,24.347687,285844,285844,222070,284130,284130,41.14,42.78,1400,1300,0.0171,2006621440,36.84,42.128,40.9382,39.8898,,,41.61471,USD,Foreign Large Growth,-0.0016671,0.74,WisdomTree,1399420800,Exchange Traded Fund,0.0702222,0.1200002,PCX,ETF,IHDG,IHDG,WisdomTree International Hedged,WisdomTree International Hedged Quality Dividend Growth Fund,1399469400,America/New_York,EST,6ab25be8-f13f-3a91-8aae-03c6109e0c05,finmb_259743193,-18000000,,IHDG,0.58%,86.00%,"40,002.99",
277,,The fund generally will invest at least 90% of its total assets in the securities that comprise the underlying index. The underlying index includes positive revenue-producing constituent securities of the S&P 500® Index.,86400,2,84.5,84.69,84.21,85.0845,84.5,84.69,84.21,85.0845,16.885727,102712,102712,139044,116680,116680,80.14,86.34,900,1000,0.016,2450710528,71.68,85.88,82.949,79.6033,,,84.94,USD,Large Value,-0.0035154,0.9,Invesco,1203379200,Exchange Traded Fund,0.114350006,0.1322944,PCX,ETF,RWL,RWL,Invesco Exchange-Traded Fund Tr,Invesco S&P 500 Revenue ETF,1204900200,America/New_York,EST,834835a2-3d86-3e0b-96b6-6508b514993e,finmb_41568853,-18000000,,RWL,0.39%,0.00%,"115,235.55",
278,855.724.0450,"The underlying index is a composite of North American energy infrastructure companies engaged in midstream activities involving energy commodities including gathering and processing, liquefaction, pipeline transportation, rail terminaling, and storage (also known as ""midstream energy businesses""). The fund will normally invest at least 90% of its total assets in securities that comprise the underlying index. It is non-diversified.",86400,2,22.83,22.81,22.68,22.8297,22.83,22.81,22.68,22.8297,16.29349,34470,34470,21724,17450,17450,18.46,26.9,1100,800,0.054899998,131391432,19.33,23.53,22.8116,22.02875,,,22.798,USD,Energy Limited Partnership,-0.0121265,0.82,ALPS,1383177600,Exchange Traded Fund,0.18460912,0.0859447,PCX,ETF,ENFR,ENFR,Alerian Energy Infrastructure E,Alerian Energy Infrastructure ETF,1383312600,America/New_York,EST,373107cc-a081-3c44-be1f-504723bac1fc,finmb_248244907,-18000000,,ENFR,0.35%,26.00%,"19,238.03",
279,+1 8884938631,The fund invests at least 80% of its total assets in the securities of the index. It also invests at least 80% of its total assets in securities of master limited partnerships and energy infrastructure corporations. The fund's 80% investment policies are non-fundamental and require 60 days prior written notice to shareholders before they can be changed. The index tracks the performance of midstream energy infrastructure MLPs and corporations. It is non-diversified.,86400,2,43.9,43.93,43.69,43.93,43.9,43.93,43.69,43.93,17.266783,224388,224388,74526,94370,94370,42.75,45.0,2200,1100,0.0523,976527552,37.0,45.58,44.0956,42.193,,,43.93,USD,Energy Limited Partnership,-0.0177051,0.79,Global X Funds,1375747200,Exchange Traded Fund,0.19593629,0.0965859,PCX,ETF,MLPX,MLPX,Global X MLP & Energy Infrastru,Global X MLP & Energy Infrastructure ETF,1375882200,America/New_York,EST,0c68a7c9-f9a9-3f79-b2e1-166559c21f16,finmb_243965352,-18000000,,MLPX,0.45%,23.48%,"23,404.48",
280,,"The fund generally will invest at least 90% of its total assets in securities that comprise the underlying index. Strictly in accordance with their guidelines and mandated procedures, the index provider compile and maintain the underlying index, which is composed of approximately 1,000 common stocks and is designed to track the performance of the largest U.S. companies based on the following four fundamental measures of firm size: book value, cash flow, sales and dividends.",86400,2,34.79,34.89,34.77,35.2,34.79,34.89,34.77,35.2,3.2996118,515042,515042,540588,503350,503350,33.25,35.65,1200,3200,0.0184,6496749568,29.64,35.35,34.0512,32.62362,,,35.17,USD,Large Value,-0.0008523,0.89,Invesco,1134950400,Exchange Traded Fund,0.1027299,0.12418199,PCX,ETF,PRF,PRF,Invesco FTSE RAFI US 1000 ETF,Invesco FTSE RAFI US 1000 ETF,1135089000,America/New_York,EST,11885b3d-27c4-3c01-ab3f-6ed5f29f1c0a,finmb_25875656,-18000000,,PRF,0.39%,0.00%,"98,243.94",
281,1-800-474-2737,"The index measures the performance of the large-capitalization value sector of the U.S. equity market. The fund generally will invest at least 80% of its assets in the component securities of its index and in investments that have economic characteristics that are substantially identical to the component securities of its index and may invest up to 20% of its assets in certain futures, options and swap contracts, cash and cash equivalents.",86400,2,171.54,172.11,171.07,173.13,171.54,172.11,171.07,173.13,22.326563,418927,418927,636101,748550,748550,171.37,172.79,1000,800,0.0165,27364268032,142.56,175.32,168.202,159.7434,2.849,0.016608372,172.86205,USD,Large Value,-0.0058657997,0.89,iShares,958953600,Exchange Traded Fund,0.117347404,0.1227326,PCX,ETF,IVE,IVE,iShares S&P 500 Value ETF,iShares S&P 500 Value ETF,959347800,America/New_York,EST,0f65dc8b-803f-3acf-a98b-917ba44e80bb,finmb_8798062,-18000000,,IVE,0.18%,29.00%,"92,589.32",
282,,"The fund generally will invest at least 90% of its total assets in securities that comprise the underlying index. Strictly in accordance with its guidelines and mandated procedures, the index provider compiles, maintains and calculates the underlying index, which consists of all of the of the S&P 500® Index.",86400,2,154.63,154.99,154.07,156.085,154.63,154.99,154.07,156.085,19.825874,8469794,8469794,7053713,6848550,6848550,155.7,156.05,1300,1300,0.0164,49775136768,133.34,158.6,151.3846,146.8816,2.01,0.012998771,155.85,USD,Large Blend,-0.0125475,1.0,Invesco,1051142400,Exchange Traded Fund,0.0749285,0.11535,PCX,ETF,RSP,RSP,Invesco S&P 500 Equal Weight ET,Invesco S&P 500 Equal Weight ETF,1051795800,America/New_York,EST,39b097df-341e-30b1-ba20-6babdba89ea1,finmb_8795276,-18000000,,RSP,0.20%,21.00%,"35,402.88",
283,,The fund normally invests at least 80% of assets in securities included in the underlying index and in depository receipts representing securities included in the underlying index. The underlying index is designed to reflect the performance of stocks of large and mid-capitalization dividend-paying companies that are expected to continue to pay and grow their dividends and have a positive correlation of returns to increasing 10-year U.S. Treasury yields.,86400,2,43.62,43.69,43.6301,44.14,43.62,43.69,43.6301,44.14,14.118357,38886,38886,24847,27960,27960,39.8,44.19,800,800,0.0293,531813696,38.136,44.14,42.62388,41.33535,,,44.11671,USD,Large Value,0.0036895,0.88,Fidelity Investments,1473638400,Exchange Traded Fund,0.0830535,0.112026595,PCX,ETF,FDRR,FDRR,Fidelity Dividend ETF for Risin,Fidelity Dividend ETF for Rising Rates,1473946200,America/New_York,EST,a71b78cc-1358-3c96-8281-5432b07eb7a3,finmb_347630579,-18000000,,FDRR,0.15%,29.00%,"161,536.86",
284,(414) 765-5586,"Under normal circumstances, at least 80% of the fund's total assets (exclusive of any collateral held from securities lending) will be invested in the component securities of the index and depositary receipts representing foreign securities. The index uses a proprietary, rules-based methodology to measure the performance of a portfolio of U.S. and Canadian exchange-listed equity securities of companies that generate a majority of their cash flow from certain qualifying ""midstream"" energy infrastructure activities. The fund is non-diversified.",86400,2,28.45,28.4,28.26,28.4,28.45,28.4,28.26,28.4,17.961767,9766,9766,7144,21330,21330,28.33,28.4,1100,1000,0.05,46116052,24.2,29.446,28.60232,27.40455,,,28.3542,USD,Energy Limited Partnership,-0.016443599,0.85,Pacer,1513036800,Exchange Traded Fund,0.18062049,0.1060398,PCX,ETF,USAI,USAI,Pacer American Energy Independe,Pacer American Energy Independence ETF,1513175400,America/New_York,EST,856d5c56-4299-3574-927d-092ec10d008c,finmb_539640970,-18000000,,USAI,0.75%,26.00%,"16,433.70",
285,,"Under normal conditions, the fund will invest at least 90% of its net assets (including investment borrowings) in the securities that comprise the index. The index has been designed based upon the principle that the asset class exhibiting the highest levels of ""relative strength,"" based on current prices, will be the asset class with the best performance over the near term.",86400,2,21.64,21.69,21.66,22.01,21.64,21.69,21.66,22.01,5.7994885,167348,167348,30773,25740,25740,21.95,25.67,800,3200,0.0342,115397704,21.18,27.31,21.98806,24.59741,,,22.01,USD,Tactical Allocation,0.020871999,0.74,First Trust Advisors L.P.,1526256000,Exchange Traded Fund,-0.00299,0.045781396,NGM,ETF,DALI,DALI,First Trust Dorsey Wright DALI ,First Trust Dorsey Wright DALI 1 ETF,1526391000,America/New_York,EST,edb7d672-8a98-33b5-85cb-306367d453e3,finmb_561219297,-18000000,,DALI,1.18%,186.00%,0.00,
286,617-563-7000,"Normally, the fund invests at least 80% of assets in debt securities of all types and repurchase agreements for those securities. The manager uses the Bloomberg U.S. Universal Bond Index as a guide in allocating assets across the investment-grade, high yield, and emerging market asset classes. The fund invests up to 20% of assets in lower-quality debt securities. It is managed to have similar overall interest rate risk to the index.",86400,2,45.43,45.42,45.28,45.45,45.43,45.42,45.28,45.45,9.002756,1535998,1535998,1061781,981710,981710,43.81,47.0,800,800,0.0427,6708075520,42.45,46.96,45.0664,44.908,,,45.32358,USD,,-0.0128149,0.99,Fidelity Investments,1412553600,Exchange Traded Fund,-0.025962,0.0187985,PCX,ETF,FBND,FBND,Fidelity Total Bond ETF,Fidelity Total Bond ETF,1412861400,America/New_York,EST,7cb974b8-d613-328f-b160-57867aa2edaa,finmb_270037181,-18000000,,FBND,0.36%,233.00%,0.00,
